Sex;Age;Periodo;Total
Females;77 years old;2015;273
Females;77 years old;2014;309
Females;77 years old;2013;437
Females;77 years old;2012;247
Females;77 years old;2011;274
Females;77 years old;2010;252
Females;77 years old;2009;229
Females;77 years old;2008;172
Females;78 years old;2021;681
Females;78 years old;2020;400
Females;78 years old;2019;433
Females;78 years old;2018;552
Females;78 years old;2017;600
Females;78 years old;2016;386
Females;78 years old;2015;231
Females;78 years old;2014;277
Females;78 years old;2013;406
Females;78 years old;2012;254
Females;78 years old;2011;242
Females;78 years old;2010;235
Females;78 years old;2009;229
Females;78 years old;2008;162
Females;79 years old;2021;670
Females;79 years old;2020;351
Females;79 years old;2019;466
Females;79 years old;2018;481
Females;79 years old;2017;522
Females;79 years old;2016;235
Females;79 years old;2015;242
Females;79 years old;2014;285
Females;79 years old;2013;331
Females;79 years old;2012;217
Females;79 years old;2011;236
Females;79 years old;2010;207
Females;79 years old;2009;204
Females;79 years old;2008;174
Females;80 years old;2021;623
Females;80 years old;2020;377
Females;80 years old;2019;398
Females;80 years old;2018;446
Females;80 years old;2017;465
Females;80 years old;2016;314
Females;80 years old;2015;181
Females;80 years old;2014;220
Females;80 years old;2013;301
Females;80 years old;2012;220
Females;80 years old;2011;170
Females;80 years old;2010;229
Females;80 years old;2009;168
Females;80 years old;2008;137
Females;81 years old;2021;549
Females;81 years old;2020;315
Females;81 years old;2019;374
Females;81 years old;2018;367
Females;81 years old;2017;434
Females;81 years old;2016;246
Females;81 years old;2015;173
Females;81 years old;2014;176
Females;81 years old;2013;250
Females;81 years old;2012;184
Females;81 years old;2011;175
Females;81 years old;2010;178
Females;81 years old;2009;172
Females;81 years old;2008;125
Females;82 years old;2021;502
Females;82 years old;2020;296
Females;82 years old;2019;330
Females;82 years old;2018;350
Females;82 years old;2017;362
Females;82 years old;2016;161
Females;82 years old;2015;153
Females;82 years old;2014;171
Females;82 years old;2013;218
Females;82 years old;2012;176
Females;82 years old;2011;152
Females;82 years old;2010;145
Females;82 years old;2009;117
Females;82 years old;2008;94
Females;83 years old;2021;429
Females;83 years old;2020;244
Females;83 years old;2019;308
Females;83 years old;2018;318
Females;83 years old;2017;364
Females;83 years old;2016;161
Females;83 years old;2015;93
Females;83 years old;2014;139
Females;83 years old;2013;183
Females;83 years old;2012;121
Females;83 years old;2011;127
Females;83 years old;2010;133
Females;83 years old;2009;102
Females;83 years old;2008;101
Females;84 years old;2021;379
Females;84 years old;2020;210
Females;84 years old;2019;260
Females;84 years old;2018;283
Females;84 years old;2017;322
Females;84 years old;2016;112
Females;84 years old;2015;90
Females;84 years old;2014;152
Females;84 years old;2013;159
Females;84 years old;2012;117
Females;84 years old;2011;105
Females;84 years old;2010;137
Females;84 years old;2009;85
Females;84 years old;2008;80
Females;85 years old;2021;328
Females;85 years old;2020;207
Females;85 years old;2019;196
Females;85 years old;2018;235
Females;85 years old;2017;261
Females;85 years old;2016;114
Females;85 years old;2015;82
Females;85 years old;2014;123
Females;85 years old;2013;149
Females;85 years old;2012;123
Females;85 years old;2011;98
Females;85 years old;2010;114
Females;85 years old;2009;88
Females;85 years old;2008;59
Females;86 years old;2021;274
Females;86 years old;2020;181
Females;86 years old;2019;186
Females;86 years old;2018;205
Females;86 years old;2017;238
Females;86 years old;2016;88
Females;86 years old;2015;73
Females;86 years old;2014;105
Females;86 years old;2013;108
Females;86 years old;2012;81
Females;86 years old;2011;101
Females;86 years old;2010;105
Females;86 years old;2009;78
Females;86 years old;2008;59
Females;87 years old;2021;262
Females;87 years old;2020;173
Females;87 years old;2019;169
Females;87 years old;2018;217
Females;87 years old;2017;219
Females;87 years old;2016;74
Females;87 years old;2015;48
Females;87 years old;2014;85
Females;87 years old;2013;107
Females;87 years old;2012;62
Females;87 years old;2011;62
Females;87 years old;2010;58
Females;87 years old;2009;56
Females;87 years old;2008;42
Females;88 years old;2021;225
Females;88 years old;2020;135
Females;88 years old;2019;142
Females;88 years old;2018;174
Females;88 years old;2017;179
Females;88 years old;2016;65
Females;88 years old;2015;41
Females;88 years old;2014;54
Females;88 years old;2013;118
Females;88 years old;2012;52
Females;88 years old;2011;70
Females;88 years old;2010;62
Females;88 years old;2009;59
Females;88 years old;2008;38
Females;89 years old;2021;210
Females;89 years old;2020;109
Females;89 years old;2019;141
Females;89 years old;2018;131
Females;89 years old;2017;155
Females;89 years old;2016;43
Females;89 years old;2015;42
Females;89 years old;2014;52
Females;89 years old;2013;92
Females;89 years old;2012;44
Females;89 years old;2011;44
Females;89 years old;2010;54
Females;89 years old;2009;49
Females;89 years old;2008;36
Females;90 years old and over;2021;890
Females;90 years old and over;2020;565
Females;90 years old and over;2019;594
Females;90 years old and over;2018;751
Females;90 years old and over;2017;862
Females;90 years old and over;2016;169
Females;90 years old and over;2015;87
Females;90 years old and over;2014;196
Females;90 years old and over;2013;263
Females;90 years old and over;2012;132
Females;90 years old and over;2011;150
Females;90 years old and over;2010;179
Females;90 years old and over;2009;168
Females;90 years old and over;2008;123
